disbursed_amount,asset_cost,ltv,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,NO.OF_INQUIRIES,loan_default
54028,68892,79.76,6,4,0,13966,67500,67500,1,1,1,38338,76000,76705,6583,0,1,1,0,0
33311,63238,55.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45389,65997,72.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40294,52700,78.18,0,0,0,0,0,0,1,1,0,0,63000,63000,0,0,0,0,0,0
55259,71551,79.66,29,8,0,367229,428605,429268,0,0,0,0,0,0,0,0,3,0,0,0
47645,77300,62.74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42322,63889,70.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72817,113100,66.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65382,79000,84.18,2,1,1,587658,729000,729000,0,0,0,0,0,0,1050,0,0,0,0,0
46645,82589,58.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44431,58674,76.83,17,9,0,337963,656194,656194,0,0,0,0,0,0,189000,0,5,0,0,0
57013,65008,89.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48849,61164,81.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46349,60101,79.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47600,62444,78.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54713,62160,89.77,2,2,0,1264543,1270865,1270865,0,0,0,0,0,0,12292,0,1,0,1,0
54413,71000,78.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43394,74242,60.61,1,1,0,800,14900,14900,0,0,0,0,0,0,1242,0,0,0,0,0
63213,78529,81.5,5,3,0,151731,310856,310856,0,0,0,0,0,0,1827,0,0,0,0,0
50278,62752,83.18,1,0,0,0,0,0,0,0,0,0,0,0,2229,0,0,0,0,1
63947,87072,74.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32416,65622,52.76,3,2,0,67863,170000,170000,0,0,0,0,0,0,5210,0,0,0,0,0
57559,88166,68.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56959,86880,67.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57409,70912,82.71,2,1,0,24118,44000,44000,0,0,0,0,0,0,2559,0,0,0,0,1
55013,67599,84.32,12,4,1,67850,77858,77858,0,0,0,0,0,0,15278,0,2,0,0,0
54513,69198,81.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64424,78452,84.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50805,58554,89.66,8,2,2,29091,50000,50000,0,0,0,0,0,0,10208,0,0,0,2,1
61513,116329,53.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48749,62218,80.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60613,83289,74.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44349,73020,63.0,2,1,2,9827,54000,54000,0,0,0,0,0,0,0,0,0,0,0,0
92143,149947,62.36,14,7,0,2989019,3381674,3361969,1,0,0,0,0,0,90883,1565,2,0,1,0
48058,62355,81.79,3,1,0,6639,9961,9961,0,0,0,0,0,0,3891,0,1,0,2,0
56823,71520,83.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73123,113350,65.28,6,3,0,917194,1009725,1009725,0,0,0,0,0,0,13469,0,2,0,0,0
40794,58055,72.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57759,67193,87.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47348,74499,65.77,1,1,0,37201,41169,41169,0,0,0,0,0,0,2170,0,1,0,0,1
42894,66149,66.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63947,94890,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35299,59161,64.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46869,74975,65.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54887,65452,84.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36439,63613,58.16,1,1,0,37000,37000,37000,0,0,0,0,0,0,0,0,1,0,0,0
49487,63795,79.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58613,76899,78.02,1,1,0,1271,7311,7311,0,0,0,0,0,0,1347,0,1,0,1,1
48395,66722,74.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59947,73000,84.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39365,64122,67.06,2,1,1,34510,142179,142179,0,0,0,0,0,0,0,0,0,0,0,1
47349,61450,79.74,3,1,0,0,17990,17990,0,0,0,0,0,0,0,0,0,0,0,0
51203,64148,82.62,2,0,0,0,0,0,0,0,0,0,0,0,1899,0,0,0,0,0
43929,73214,62.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48386,64620,79.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59259,68000,88.24,5,5,0,1365033,1500715,1500715,0,0,0,0,0,0,0,0,2,0,0,0
118828,166651,73.81,2,2,0,345673,600000,600000,0,0,0,0,0,0,12388,0,0,0,0,0
54259,66367,84.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49683,65300,79.63,6,4,2,34695,47765,47765,0,0,0,0,0,0,8263,0,4,2,1,1
43849,62188,73.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57959,70393,83.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51303,75352,69.01,7,2,0,160891,171000,171000,0,0,0,0,0,0,183900,0,1,0,0,0
62347,71705,89.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63482,87548,74.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71817,106082,69.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54300,61993,89.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37639,57728,69.29,4,2,0,34892,105000,105000,0,0,0,0,0,0,0,0,0,0,0,0
44849,68600,67.06,3,1,0,141078,150000,150000,0,0,0,0,0,0,3253,0,0,0,0,0
56579,79417,74.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71523,81000,89.38,1,1,0,22181,30000,30000,0,0,0,0,0,0,2150,0,0,0,0,0
42394,60840,72.32,10,2,0,88955,100000,100000,0,0,0,0,0,0,19364,0,2,0,3,0
49894,60967,84.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52703,65600,82.32,1,1,0,178985,220000,220000,0,0,0,0,0,0,0,0,0,0,0,0
56259,80001,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69169,84450,82.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60947,78892,79.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63509,79375,83.15,7,4,2,58924,100000,100000,0,0,0,0,0,0,7634,0,0,1,1,1
52708,60115,89.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55513,71585,79.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68382,78899,88.72,8,5,0,143647,214990,214990,0,0,0,0,0,0,0,0,4,0,0,0
28129,41687,69.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51303,65744,80.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68869,80228,86.88,5,3,0,5688,61389,30417,0,0,0,0,0,0,3572,0,1,0,0,0
49450,73388,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45349,63766,72.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68683,158114,45.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55709,73701,77.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60947,85197,72.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42894,65052,66.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46749,69000,69.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50998,61666,87.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61947,79097,80.91,9,2,0,85560,150000,149646,0,0,0,0,0,0,20528,0,0,0,0,1
60400,72949,85.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55013,63680,89.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53773,71003,81.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35939,68751,53.09,3,1,0,1127322,1351000,1351000,0,0,0,0,0,0,13552,0,0,0,0,1
55198,67340,85.0,2,1,1,8624,30000,30000,0,0,0,0,0,0,1620,0,0,0,0,0
38850,64165,65.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28681,64161,45.2,3,1,0,6530,72000,22766,0,0,0,0,0,0,0,0,0,1,0,0
49078,57619,88.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55679,69314,83.68,4,3,1,467275,474212,474212,0,0,0,0,0,0,14769,0,2,1,0,0
44909,79265,59.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54303,73340,74.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55030,70958,79.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53203,60646,89.87,3,2,0,37711,50161,50161,0,0,0,0,0,0,7141,0,2,0,2,1
57013,104590,55.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51168,68283,79.81,10,2,0,486244,585000,585000,0,0,0,0,0,0,1465,0,0,0,0,0
52096,66000,79.99,13,6,1,472737,927567,927567,1,0,0,0,0,0,12968,0,1,0,0,0
55023,76771,73.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58059,71128,84.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50078,78442,66.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61213,70873,87.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59793,71246,89.83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48349,65855,74.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64133,84068,81.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78546,104374,78.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62562,74142,89.02,3,3,0,81592,99990,99990,0,0,0,0,0,0,0,0,2,0,0,0
65882,98686,67.89,38,11,0,135952,374716,374716,0,0,0,0,0,0,21610,0,6,0,0,0
62313,76000,83.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45349,62549,73.54,5,5,0,4574376,5437700,5437700,0,0,0,0,0,0,50469,0,1,1,1,0
71817,82289,89.93,7,2,1,33368,72201,72201,0,0,0,0,0,0,10087,0,0,0,2,0
45545,69139,68.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46349,75557,66.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53196,68000,79.99,11,6,1,322596,417600,417600,0,0,0,0,0,0,230894,0,2,0,2,1
49203,71450,70.82,17,7,0,240429,300702,300702,0,0,0,0,0,0,285000,0,3,0,0,0
59173,69888,88.71,18,10,0,857508,1446792,1449617,0,0,0,0,0,0,0,0,1,0,0,0
80310,93295,89.82,11,4,2,48297,113500,113500,0,0,0,0,0,0,16332,0,2,2,0,1
76751,125638,62.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64869,91898,72.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53303,77313,69.85,6,3,1,3054971,3146339,3151394,0,0,0,0,0,0,23475,0,0,0,0,0
53078,78118,69.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34327,78285,45.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51362,64650,84.61,2,2,1,18476,65417,65417,0,0,0,0,0,0,3474,0,0,0,0,0
49349,73195,68.31,1,1,0,2555,9707,9707,0,0,0,0,0,0,1311,0,0,0,0,1
55259,69045,81.83,1,1,0,1517,10619,10619,0,0,0,0,0,0,1517,0,0,0,0,0
114927,134375,89.3,1,1,0,166756,200000,200000,0,0,0,0,0,0,6700,0,0,0,1,1
62613,80342,78.91,4,1,0,10853,65000,65000,0,0,0,0,0,0,5545,0,0,0,0,1
54259,71460,78.37,15,10,0,2698743,3058002,3059289,0,0,0,0,0,0,41148,0,5,0,0,0
39025,60435,66.19,4,2,2,25194,38000,38000,0,0,0,0,0,0,4657,0,0,0,0,0
43394,75752,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51622,79404,67.88,16,5,0,1117839,1411000,1411000,0,0,0,0,0,0,5163,0,1,0,0,0
59213,76451,79.79,20,10,1,1040844,1081337,1081337,0,0,0,0,0,0,51916,0,4,0,1,0
67882,101526,68.95,11,3,1,529237,700000,700000,0,0,0,0,0,0,648112,0,1,1,1,0
64736,91281,73.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47145,60475,81.03,2,1,0,3438,25000,3438,0,0,0,0,0,0,0,0,1,0,0,0
47549,67495,71.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58259,75198,79.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727,69662,87.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52400,65012,82.91,11,4,1,53214,86249,86249,0,0,0,0,0,0,8098,0,1,0,0,0
59924,72091,85.0,17,8,1,405329,499632,499632,0,0,0,0,0,0,12849,0,3,2,0,0
59601,87825,70.94,1,0,0,0,0,0,0,0,0,0,0,0,1435,0,0,1,0,0
53279,78020,70.52,1,1,0,45874,45874,45874,0,0,0,0,0,0,0,0,1,0,0,1
44119,58902,81.49,3,2,1,6996,18096,18096,0,0,0,0,0,0,3297,0,0,0,1,1
53578,68544,79.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54013,62525,89.56,10,6,1,15627,138477,138477,1,1,1,13436,57000,57000,10761,9950,0,1,0,0
69617,85673,82.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49145,74500,67.11,1,1,0,349562,350000,350000,0,0,0,0,0,0,0,0,1,0,1,1
65882,91749,74.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63421,96974,66.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65882,89650,74.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26429,38650,69.86,1,1,0,4117,20000,20000,0,0,0,0,0,0,950,0,0,0,0,0
43894,65192,69.03,4,4,0,1675724,1845616,1759162,0,0,0,0,0,0,13689,0,1,0,0,0
55343,95092,61.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48828,76960,66.92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41210,72743,57.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56013,67177,84.85,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27129,64840,43.34,1,1,0,52460,175000,175000,0,0,0,0,0,0,0,0,0,0,0,1
63669,78048,83.92,3,2,0,34370,43250,43250,0,0,0,0,0,0,3710,0,0,0,1,0
54013,67236,83.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63647,78500,82.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60047,70958,86.53,3,1,0,5426,9500,9500,6,4,1,86161,110218,61474,6072,6454,1,1,1,0
43189,72379,61.8,7,4,1,21832,21832,21832,0,0,0,0,0,0,0,0,3,0,0,0
68282,89610,77.45,1,0,0,0,0,0,0,0,0,0,0,0,1435,0,0,0,0,1
47349,78106,62.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61213,88335,71.32,2,1,0,9804,14461,14461,0,0,0,0,0,0,4228,0,1,0,0,0
63247,75807,84.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49145,60871,82.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40104,62484,68.82,1,1,0,3653,10961,10961,0,0,0,0,0,0,1909,0,1,0,1,0
47349,68340,70.24,5,2,1,933830,1015000,1004242,0,0,0,0,0,0,12508,0,0,1,0,0
42094,69984,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54303,82492,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52579,67003,83.58,1,1,0,38771,45185,45185,0,0,0,0,0,0,2184,0,1,0,1,0
47349,80833,61.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44394,70200,64.1,1,1,0,65774,100000,100000,0,0,0,0,0,0,2248,0,0,0,0,0
64869,75820,87.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59947,83125,74.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51303,69105,76.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58759,73140,82.03,5,0,0,0,0,0,0,0,0,0,0,0,6806,0,0,0,0,0
46849,66089,72.63,1,1,0,309679,330000,330000,0,0,0,0,0,0,0,0,1,0,0,0
52191,71166,78.13,1,0,0,0,0,0,0,0,0,0,0,0,2082,0,0,0,0,0
44949,62320,74.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62265,75665,85.0,2,1,1,8400,14630,14630,0,0,0,0,0,0,4219,0,0,1,0,1
53053,68728,78.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,66740,77.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49349,70465,70.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32928,48848,71.5,1,1,1,24750,44875,44875,0,0,0,0,0,0,0,0,0,0,0,0
64213,82289,78.99,22,9,1,963143,1261723,1261723,0,0,0,0,0,0,59437,0,6,0,1,0
77079,109700,72.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59207,72714,85.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62562,92470,71.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39110,68116,59.02,4,2,0,136183,189900,189900,0,0,0,0,0,0,0,0,1,0,1,0
58875,93736,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63047,88122,72.74,1,1,0,50000,50000,50000,0,0,0,0,0,0,0,0,0,0,0,1
63882,77210,85.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61000,70496,89.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30341,42940,74.52,1,1,0,39520,50000,50000,0,0,0,0,0,0,0,0,1,0,0,0
52478,72333,76.04,6,2,0,78968,135000,135000,0,0,0,0,0,0,15659,0,0,0,0,0
56259,105500,54.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74751,101458,74.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
59547,69402,88.47,4,1,1,43000,43000,43000,0,0,0,0,0,0,833,0,0,1,1,0
47349,72795,65.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55013,73802,77.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59218,70540,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52903,69465,79.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53253,69542,79.09,5,0,1,0,0,0,0,0,0,0,0,0,3734,0,0,0,0,0
60447,98880,62.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53803,66016,83.31,2,2,0,18294,40424,40424,0,0,0,0,0,0,3411,0,0,0,0,0
40644,82000,52.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59947,95418,64.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57313,85067,70.53,1,1,0,304421,320962,320962,0,0,0,0,0,0,0,0,1,0,0,0
76329,104563,74.6,2,0,0,0,0,0,0,0,0,0,0,0,1480,0,0,0,2,0
52500,67527,80.71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61613,70965,89.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
54813,63250,89.01,4,1,0,5777,26000,26000,0,0,0,0,0,0,6170,0,1,0,1,0
43439,59783,76.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56263,68612,84.53,3,2,0,7252,38450,38450,0,0,0,0,0,0,0,0,0,0,0,0
51600,62300,88.28,7,3,0,0,22889,22157,0,0,0,0,0,0,0,0,0,0,0,0
53524,68011,81.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46049,70000,67.14,5,3,0,47270,75480,75480,0,0,0,0,0,0,0,0,2,0,0,0
65698,78703,87.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42494,66770,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27529,44305,63.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46000,63755,73.72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47800,54810,89.03,1,1,0,20719,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0
39368,51770,79.78,1,1,0,3160,81000,3159,0,0,0,0,0,0,0,0,1,0,0,0
61313,71486,86.87,5,1,0,104923,100000,100000,0,0,0,0,0,0,29354,0,0,0,1,0
47049,71385,67.24,2,1,0,2377,42990,42990,0,0,0,0,0,0,0,0,0,0,0,1
69817,101857,70.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54259,70890,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70817,96000,75.52,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
48145,73534,68.0,3,0,0,0,0,0,0,0,0,0,0,0,4380,0,0,0,0,0
55843,75850,77.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59013,89368,67.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58659,64568,92.93,9,6,0,181520,202080,202080,4,4,0,343281,869000,869000,156878,10604,5,0,1,0
60835,89461,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51703,68409,77.48,2,2,0,80196,159002,159002,0,0,0,0,0,0,0,0,0,0,0,0
55560,68189,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56513,66051,87.81,11,5,2,568273,897000,897000,1,1,0,18027,115000,73055,0,0,2,0,0,0
65378,78819,85.0,8,1,1,1239374,1350000,1350000,0,0,0,0,0,0,402804,0,0,0,0,1
56413,68768,84.92,3,3,0,55062,55062,55062,0,0,0,0,0,0,5231,0,3,0,7,1
53775,71113,80.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52878,73750,72.95,1,1,0,27075,30000,30000,0,0,0,0,0,0,1600,0,1,0,1,0
55423,61682,94.01,6,0,1,0,0,0,0,0,0,0,0,0,3022,0,0,0,0,1
65882,74943,89.4,6,4,0,14331,56148,56148,0,0,0,0,0,0,0,0,2,0,0,0
42394,62600,68.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43394,74673,60.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55759,74039,76.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40104,63746,67.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46349,68595,69.98,4,1,0,36587,100000,100000,0,0,0,0,0,0,2330,0,0,0,1,0
66469,76580,88.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52889,79705,70.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60447,76973,79.9,3,1,1,0,3800,3800,0,0,0,0,0,0,0,0,0,0,0,0
97799,112707,87.75,2,2,0,2848,5514,5514,0,0,0,0,0,0,1008,0,1,0,1,0
45500,68479,71.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45849,67570,69.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57759,102182,57.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62947,71820,89.11,14,6,0,1003586,1348683,1348683,0,0,0,0,0,0,35453,0,1,0,0,0
56759,77236,75.09,6,3,0,667083,1018055,1018055,1,0,0,0,0,0,14196,0,1,1,1,0
58003,72764,85.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61220,83007,75.91,4,2,0,83260,90007,90007,0,0,0,0,0,0,4441,0,1,0,0,0
53203,61400,89.41,6,3,0,9267,40968,40968,0,0,0,0,0,0,5992,0,1,0,0,0
36439,64330,59.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50703,67472,77.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46249,63149,75.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49503,62480,81.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57259,76879,75.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139,57900,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41794,62700,68.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68169,107400,65.18,1,0,0,0,0,0,0,0,0,0,0,0,4410,0,0,0,0,0
53797,64706,84.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52078,68150,79.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75751,104000,74.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50303,69373,73.52,2,2,0,124069,150000,150000,0,0,0,0,0,0,0,0,1,0,0,0
34939,45400,79.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32641,42699,81.97,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46450,60767,79.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
